lesson_no,question_no,type,question,correct_letters,correct_answers,option_a,option_b,option_c,option_d
"7","9","single","Chiến đã lên kế hoạch và bắt đầu thực hiện một vụ cướp tại ngân hàng ACB. Tuy nhiên, do sự xuất hiện bất ngờ của cảnh sát, Chiến không thể hoàn thành vụ cướp. Hành vi của Chiến được thực hiện thuộc giai đoạn nào?","D","Phạm tội chưa đạt chưa hoàn thành","Chuẩn bị phạm tội","Tội phạm hoàn thành","Phạm tội chưa đạt đã hoàn thành","Phạm tội chưa đạt chưa hoàn thành"
"7","10","single","Một trong những đặc điểm của hình phạt là gì?","D","Chỉ áp dụng cho người đã thực hiện tội phạm","Là biện pháp tự nguyện của người phạm tội","Có thể được áp dụng cho mọi công dân","Là biện pháp bảo vệ quyền lợi cá nhân","Chỉ áp dụng cho người đã thực hiện tội phạm"
"7","11","single","Cấm cư trú là gì?","C","Buộc người bị kết án không được tạm trú hoặc thường trú ở một số địa phương nhất định","Cấm người bị kết án tham gia các hoạt động xã hội","Tạm thời cấm người bị kết án ra khỏi nhà","Buộc người bị kết án không được tạm trú hoặc thường trú ở một số địa phương nhất định","Buộc người bị kết án phải sống ở một địa phương khác"
"7","12","single","Ví dụ nào sau đây minh họa cho quyết định hình phạt đối với người chưa thành niên phạm tội?","C","Người từ 16 tuổi đến dưới 18 tuổi phạm tội giết người bị phạt tối đa 18 năm tù","Người dưới 14 tuổi phạm tội bị phạt tù chung thân","Người từ 14 đến dưới 16 tuổi phạm tội bị phạt tối đa 20 năm tù","Người từ 16 tuổi đến dưới 18 tuổi phạm tội giết người bị phạt tối đa 18 năm tù","Người chưa thành niên không bị xử lý hình sự"
"7","13","single","Ví dụ về tình huống nào sau đây có thể được áp dụng án treo? Một người tái phạm nhiều lần","D","nhiều tình tiết giảm nhẹ","Một người lừa đảo với số tiền lớn","Một người phạm tội giết người","Một người phạm tội cố ý gây thương tích bị kết án dưới 03 năm tù giam nhưng có","nhiều tình tiết giảm nhẹ"
"7","14","single","Xác định điều kiện nào là căn cứ để miễn trách nhiệm hình sự đối với người thực hiện tội phạm nghiêm trọng do vô ý? Người phạm tội không có khả năng tự bảo vệ bản thân","B","nghị miễn trách nhiệm hình sự","Người phạm tội đã tự nguyện sửa chữa, bồi thường thiệt hại và được người bị hại đề","nghị miễn trách nhiệm hình sự","Người phạm tội không có tiền án","Người phạm tội không bị thương trong quá trình thực hiện hành vi"
"7","15","single","Minh hoạ một tình huống trong đó Tòa án quyết định hình phạt cho một người phạm tội khi đã có bản án trước đó? Một người phạm tội lần đầu và không có tiền án","B","đó","Một người đang chấp hành bản án nhưng tiếp tục phạm tội mới và bị xét xử cho tội","đó","Một người đã chấp hành xong bản án nhưng lại phạm tội mới","Một người đã hết thời hiệu truy cứu trách nhiệm hình sự"
"7","16","single","Đối tượng điều chỉnh của ngành Luật Hình sự Việt Nam là gì?","A","Những hành vi nào là tội phạm","Những hành vi nào là tội phạm","Cách tổ chức các cơ quan nhà nước","Quy định về thuế","Quyền và nghĩa vụ của công dân"
"7","17","single","So sánh sự khác nhau giữa tội phạm do cá nhân thực hiện và tội phạm do pháp nhân thương mại thực hiện? Tội phạm do pháp nhân thương mại có thể thực hiện các hành vi nguy hiểm cho xã hội, nhưng không phải lúc nào cũng bị xử lý","C","thương mại xâm phạm lợi ích kinh doanh","Tội phạm do cá nhân thực hiện luôn là hành vi cố ý","Tội phạm do cá nhân có thể xâm phạm quyền con người, tội phạm do pháp nhân","thương mại xâm phạm lợi ích kinh doanh","Tội phạm do pháp nhân thương mại không thể bị xử lý hình sự"
"7","18","single","Nguyễn Văn An là một người làm ăn lương thiện. Một ngày nọ, An nhận được một cuộc gọi từ một người lạ tên là Bình, người này đề nghị An tham gia vào một giao dịch mua bán ma túy. Bình hứa sẽ trả cho An một khoản tiền lớn nếu An đồng ý giúp vận chuyển một số gói hàng từ thành phố này đến thành phố khác. Mặc dù ban đầu An từ chối, nhưng sau khi suy nghĩ về số tiền mà Bình hứa hẹn, An đã đồng ý. An đã nhận gói hàng và chuẩn bị mang đi. Tuy nhiên, An bị bắt quả tang bởi lực lượng chức năng khi đang vận chuyển. Hãy thực hiện việc xác định lỗi của An trong tình huống trên?","C","Lỗi cố ý trực tiếp","Lỗi vô ý do quá tự tin","Lỗi cố ý gián tiếp","Lỗi cố ý trực tiếp","Lỗi vô ý do cẩu thả"
"7","19","single","Anh Nguyễn Văn Bình bị kết án tử hình vì tội buôn bán ma túy, lựa chọn tội phạm này thuộc loại tội phạm nào?","B","Tội phạm đặc biệt nghiêm trọng","Tội phạm rất nghiêm trọng","Tội phạm đặc biệt nghiêm trọng","Tội phạm ít nghiêm trọng","Tội phạm nghiêm trọng"
"7","20","single","Hoà và Phát lên kế hoạch để thực hiện một vụ trộm. Họ đã bàn bạc về địa điểm, phân công trách nhiệm và chuẩn bị công cụ. Hành vi của Hoà và Phát được thực hiện trong giai đoạn nào theo quy định của Bộ luật Hình sự?","D","Giai đoạn chuẩn bị phạm tội","Giai đoạn thực hiện tội phạm","Giai đoạn phạm tội chưa đạt","Tự ý chấm dứt","Giai đoạn chuẩn bị phạm tội"
"7","21","single","Hình phạt là gì theo quy định tại Điều 30 Bộ luật Hình sự năm 2015?","B","Biện pháp cưỡng chế nghiêm khắc nhất do Tòa án quyết định áp dụng đối với người hoặc pháp nhân thương mại phạm tội","Hình thức phạt tiền đối với tội phạm nhẹ","Biện pháp cưỡng chế nghiêm khắc nhất do Tòa án quyết định áp dụng đối với người hoặc pháp nhân thương mại phạm tội","Hình thức xử lý hành chính đối với người vi phạm","Biện pháp giáo dục tại cộng đồng"
"7","22","single","Xác định các điều kiện để được hưởng án treo theo quy định của Bộ luật Hình sự 2015?","B","Phải có tình tiết giảm nhẹ và không gây nguy hiểm cho xã hội","Phải là người chưa từng phạm tội","Phải có tình tiết giảm nhẹ và không gây nguy hiểm cho xã hội","Chỉ cần người phạm tội có ý thức tốt","Không cần xem xét đến lý do phạm tội"
"7","23","single","Ví dụ nào sau đây phù hợp với căn cứ miễn trách nhiệm hình sự?","A","Một người mắc bệnh hiểm nghèo và không còn khả năng gây nguy hiểm cho xã hội","Một người mắc bệnh hiểm nghèo và không còn khả năng gây nguy hiểm cho xã hội","Một người phạm tội nghiêm trọng nhưng chưa từng có tiền án","Một người bị kết án vì hành vi trộm cắp nhưng không tự nguyện khắc phục hậu quả","Một người tự thú nhưng không khai báo rõ ràng về hành vi phạm tội của mình"
"7","24","single","Trường hợp nào dưới đây có thể bị xử lý hình sự theo quy định của Bộ luật hình sự?","A","Hành vi lấy trộm một chiếc ô tô","Hành vi lấy trộm một chiếc ô tô","Hành vi không đóng thuế đúng hạn","Hành vi vượt đèn đỏ","Hành vi nói xấu bạn học cùng lớp"
"7","25","single","Trần Văn Cao là giám đốc một công ty sản xuất thuốc tây. Do áp lực cạnh tranh, Cao quyết định sản xuất một loại thuốc giả mà không được kiểm nghiệm đầy đủ về chất lượng. Cao biết rằng sản phẩm này có thể gây hại cho sức khỏe người sử dụng, nhưng vẫn tiếp tục sản xuất và tiêu thụ để thu lợi nhuận. Cao đã quảng cáo sản phẩm như một loại thuốc chữa bệnh hiệu quả và bán ra thị trường. Sau một thời gian, nhiều người tiêu dùng đã sử dụng thuốc và gặp phải các triệu chứng nghiêm trọng, dẫn đến việc một số người phải nhập viện. Hãy thực hiện việc xác định lỗi của Cao trong tình huống trên?","C","Lỗi cố ý gián tiếp","Lỗi vô ý do quá tự tin","Lỗi vô ý do cẩu thả","Lỗi cố ý gián tiếp","Lỗi cố ý trực tiếp"
"7","26","single","Phó Đức Nam là một lập trình viên có kinh nghiệm. Trong quá trình làm việc tại một công ty công nghệ, Nam phát hiện ra một lỗ hổng bảo mật trong phần mềm của công ty. Thay vì báo cáo cho cấp trên, Nam đã quyết định khai thác lỗ hổng này để truy cập vào hệ thống dữ liệu của công ty và lấy cắp thông tin khách hàng để bán ra bên ngoài. Sau khi thông tin bị rò rỉ, công ty đã phát hiện ra hành vi của Nam và đã báo cáo sự việc cho cơ quan chức năng. Nam sau đó đã bị bắt giữ và điều tra về hành vi vi phạm. Hãy thực hiện việc xác định chủ thể vi phạm hình sự trong tình huống trên?","C","Phó Đức Nam","Công ty công nghệ","Cơ quan chức năng","Phó Đức Nam","Khách hàng của công ty"
"7","27","single","Xác định mức hình phạt tối đa đối với người từ đủ 14 tuổi đến dưới 16 tuổi khi phạm tội giết người theo quy định của Bộ luật Hình sự?","D","Không quá 12 năm tù","Không quá 10 năm tù","Không quá 18 năm tù","Không quá 20 năm tù","Không quá 12 năm tù"
"7","28","single","Mối quan hệ nào chịu sự điều chỉnh của ngành Luật Hình sự Việt Nam?","A","Quan hệ giữa nhà nước và người thực hiện tội phạm","Quan hệ giữa nhà nước và người thực hiện tội phạm","Quan hệ giữa các tổ chức xã hội","Quan hệ giữa các quốc gia","Quan hệ giữa cá nhân với tổ chức"
"7","29","single","Ví dụ nào sau đây được coi là tội phạm theo quy định của Bộ luật hình sự?","B","Một công ty gian lận thuế","Một cá nhân vi phạm hợp đồng lao động","Một công ty gian lận thuế","Một cá nhân không trả nợ đúng hạn","Một người tham gia biểu tình ôn hòa"
"7","30","single","Tình huống nào sau đây mà hành vi được coi là tội phạm theo Bộ luật hình sự?","B","Một người lừa đảo chiếm đoạt tài sản cảu người khác một các cố ý","Một cá nhân không tuân thủ quy chế công ty","Một người lừa đảo chiếm đoạt tài sản cảu người khác một các cố ý","Hành vi lạch lách, đánh võng","Một tổ chức từ thiện không báo cáo tài chính"
"8","1","single","Luật Hôn nhân và Gia đình là gì?","D","Hệ thống các quy phạm pháp luật điều chỉnh các quan hệ về nhân thân và tài sản giữa các thành viên gia đình","Một ngành học không liên quan đến pháp luật","Hệ thống quy định về thuế trong gia đình","Một văn bản chỉ áp dụng trong lĩnh vực kinh tế","Hệ thống các quy phạm pháp luật điều chỉnh các quan hệ về nhân thân và tài sản giữa các thành viên gia đình"
"8","2","single","Phương pháp điều chỉnh của Luật Hôn nhân và Gia đình có đặc điểm gì nổi bật?","A","Linh hoạt, mềm dẻo và không đặt nặng biện pháp chế tài","Linh hoạt, mềm dẻo và không đặt nặng biện pháp chế tài","Chỉ áp dụng cho quan hệ kinh tế","Chỉ sử dụng để xử lý các tranh chấp tài sản lớn","Cứng nhắc và áp dụng biện pháp chế tài mạnh mẽ"
"8","3","single","Tại sao quan hệ nhân thân được xem là chủ đạo trong các quan hệ gia đình?","C","Vì quan hệ này dựa trên tình cảm và không thể chuyển giao cho người khác","Vì quan hệ này không cần sự ràng buộc pháp lý","Vì chỉ tập trung vào yếu tố kinh tế","Vì quan hệ này dựa trên tình cảm và không thể chuyển giao cho người khác","Vì quan hệ này liên quan đến tài sản của gia đình"
"8","4","single","Điều kiện kết hôn theo Luật Hôn nhân và Gia đình 2014 là gì? Nam từ 20 tuổi trở lên, nữ từ 18 tuổi trở lên, kết hôn tự nguyện và không vi phạm","A","điều cấm","điều cấm","Chỉ cần đăng ký theo phong tục tập quán","Cần có sự đồng ý của gia đình hai bên","Cả hai bên phải trên 25 tuổi và có tài sản chung"
"8","5","single","Quyền của cha mẹ không bao gồm:","A","Lạm dụng sức lao động của con","Lạm dụng sức lao động của con","Thương yêu con","Chăm lo giáo dục và bảo vệ con","Tôn trọng ý kiến của con"
"8","6","single","Tại sao pháp luật quy định cấm kết hôn trong phạm vi ba đời?","B","Để ngăn chặn nguy cơ sinh ra con bị dị tật","Để tăng tính độc lập cho các gia đình","Để ngăn chặn nguy cơ sinh ra con bị dị tật","Để phù hợp với nguyên tắc đạo đức xã hội","Để bảo vệ lợi ích kinh tế của gia đình"
"8","7","single","Khi ly hôn, xác định việc chăm sóc con dưới 36 tháng tuổi được quy định như thế nào?","C","Giao cho mẹ trực tiếp nuôi dưỡng, trừ trường hợp mẹ không đủ điều kiện","Giao cho ông bà nội ngoại thay thế nuôi dưỡng","Mặc định giao cho cha nuôi dưỡng","Giao cho mẹ trực tiếp nuôi dưỡng, trừ trường hợp mẹ không đủ điều kiện","Tòa án quyết định giao cho cha hoặc mẹ dựa trên ý kiến của cha mẹ"
"8","8","single","Xác định ý nghĩa của giấy chứng nhận kết hôn?","A","Ghi nhận quyền và nghĩa vụ pháp lý của vợ chồng, được pháp luật bảo vệ","Ghi nhận quyền và nghĩa vụ pháp lý của vợ chồng, được pháp luật bảo vệ","Chỉ có giá trị về mặt xã hội","Chỉ để ghi lại ngày kết hôn của cặp đôi","Không có giá trị pháp lý nếu không có tài sản chung"
"8","9","single","Điều kiện kết hôn ở Việt Nam so với các nước khác có điểm gi đặc biệt ?","D","Chỉ cho phép kết hôn giữa nam và nữ, có quy định cụ thể về độ tuổi và sự tự nguyện","Chỉ cần sự đồng ý của cha mẹ hai bên","Không có sự kiểm soát về tình trạng hôn nhân của các bên","Không yêu cầu đăng ký kết hôn tại cơ quan có thẩm quyền","Chỉ cho phép kết hôn giữa nam và nữ, có quy định cụ thể về độ tuổi và sự tự nguyện"
"8","10","single","Theo Luật Hôn nhân và Gia đình năm 2014, quyền và nghĩa vụ của cha mẹ đối với con bao gồm:","A","Thương yêu, chăm sóc, giáo dục con","Thương yêu, chăm sóc, giáo dục con","Lạm dụng sức lao động của con","Chỉ giám sát con khi có tranh chấp gia đình","Yêu cầu con phải hoàn toàn tự lập từ nhỏ"
"8","11","single","Xác định pháp luật quy định như thế nào về tài sản riêng của con?","A","Con có quyền sở hữu tài sản riêng, bao gồm tài sản được thừa kế, tặng cho hoặc thu nhập từ lao động","Con có quyền sở hữu tài sản riêng, bao gồm tài sản được thừa kế, tặng cho hoặc thu nhập từ lao động","Tất cả tài sản của con đều là tài sản chung của gia đình","Tài sản riêng của con phải thuộc quyền kiểm soát của cha mẹ","Con không có quyền sở hữu tài sản riêng"
"8","12","single","Tại sao quyền và nghĩa vụ về nhân thân giữa cha mẹ và con được coi là nền tảng?","B","Vì nó đảm bảo tình yêu thương và sự gắn kết giữa các thế hệ trong gia đình","Vì không cần sự can thiệp của pháp luật","Vì nó đảm bảo tình yêu thương và sự gắn kết giữa các thế hệ trong gia đình","Vì không liên quan đến nghĩa vụ tài chính","Vì đây là cơ sở pháp lý duy nhất cho mọi quan hệ gia đình"
"8","13","single","Xác định trường hợp nào cha mẹ mất quyền giám hộ con?","B","Khi cha mẹ bị tuyên bố mất năng lực hành vi dân sự hoặc có hành vi xâm phạm nghiêm trọng quyền lợi của con","Khi cha mẹ không trực tiếp nuôi con","Khi cha mẹ bị tuyên bố mất năng lực hành vi dân sự hoặc có hành vi xâm phạm nghiêm trọng quyền lợi của con","Khi cha mẹ ly hôn","Khi con tự nguyện từ chối sự giám hộ của cha mẹ"
"8","14","single","Xác định trường hợp con đã thành niên có nghĩa vụ cấp dưỡng cho cha mẹ?","D","Khi cha mẹ không có khả năng lao động và không có tài sản tự nuôi sống bản thân","Khi cha mẹ yêu cầu","Khi cha mẹ có đầy đủ tài sản","Khi cha mẹ sống chung với con","Khi cha mẹ không có khả năng lao động và không có tài sản tự nuôi sống bản thân"
"8","15","single","Tại sao pháp luật cho phép con có tài sản riêng nhưng yêu cầu đóng góp vào đời sống gia đình?","C","Vì pháp luật khuyến khích tinh thần trách nhiệm trong gia đình","Vì con không có quyền quản lý tài sản của mình","Vì cha mẹ phải sử dụng tài sản của con để chi trả cho các khoản nợ gia đình","Vì pháp luật khuyến khích tinh thần trách nhiệm trong gia đình","Vì cha mẹ có quyền sở hữu tài sản của con"
"8","16","single","Nguồn nào là cơ sở chính của Luật Hôn nhân và Gia đình?","A","Hiến pháp 2013 và Luật Hôn nhân và Gia đình 2014","Hiến pháp 2013 và Luật Hôn nhân và Gia đình 2014","Các bản không có giá trị pháp lý","Luật Giao Thông đường bộ","Chỉ dựa vào phong tục tập quán"
"8","17","single","Trường hợp nào sau đây bị cấm kết hôn?","D","Tất cả các trường hợp trên","Kết hôn giả tạo","Giữa những người cùng họ hàng trong phạm vi ba đời","Giữa người đang có vợ/chồng và người khác","Tất cả các trường hợp trên"
"8","18","single","Quyền bình đẳng giữa vợ và chồng được thể hiện như thế nào?","B","Vợ và chồng đều có quyền và nghĩa vụ ngang nhau trong việc xây dựng, sử dụng tài sản chung","Chỉ chồng có quyền quyết định nơi cư trú của gia đình","Vợ và chồng đều có quyền và nghĩa vụ ngang nhau trong việc xây dựng, sử dụng tài sản chung","Chỉ và được quyết định các vấn đề tài sản gia đình","Vợ và chồng không cần thỏa thuận khi quyết định các vấn đề quan trọng"
"8","19","single","Xác định nhận định đúng về tài sản riêng của vợ chồng?","C","Vợ/chồng có quyền sử dụng, định đoạt tài sản riêng của mình mà không cần sự đồng ý của bên kia","Tài sản riêng không bao gồm tài sản được thừa kế riêng","Hoa lợi từ tài sản riêng không được xem là tài sản những","Vợ/chồng có quyền sử dụng, định đoạt tài sản riêng của mình mà không cần sự đồng ý của bên kia","Tài sản riêng phải được nhập vào tài sản chung"
"8","20","single","Xác định mục đích mà pháp luật quy định quyền và nghĩa vụ của con trong gia đình?","C","Phát triển toàn diện về thể chất, trí tuệ, đạo đức","Đảm bảo nghĩa vụ lao động cho gia đình","Tạo điều kiện để con tham gia lao động sớm","Phát triển toàn diện về thể chất, trí tuệ, đạo đức","Bảo vệ quyền lợi tài sản của cha me"
"8","21","single","Tại sao pháp luật quy định cha mẹ phải tôn trọng ý kiến của con?","D","Để đẩm bảo quyền lợi và giúp con phát triển toàn diện về trí tuệ và nhân cách","Để đảm bảo rằng con không có nghĩa vụ đóng góp cho gia đình","Để cha mẹ có thể chuyển toàn bộ tách đườndo con","Vì con có quyền tự do tuyệt đối trong gia đình","Để đẩm bảo quyền lợi và giúp con phát triển toàn diện về trí tuệ và nhân cách"
"8","22","single","Việc xác định cha cho con ngoài giá thú được thực hiện như thế nào?","B","Tự nguyện tại cơ quan hành chính hoặc thông qua quyết định của tòa án nếu có tranh chấp","Chỉ qua quyết định của tòa án","Tự nguyện tại cơ quan hành chính hoặc thông qua quyết định của tòa án nếu có tranh chấp","Chỉ qua thủ tục hành chính","Không cần thủ tục pháp lý cụ thể"
"8","23","single","Nghĩa vụ cấp dưỡng giữa cha mẹ và con được thực hiện khi nào?","A","Khi cha mẹ ly hôn hoặc khi con không thể tự nuôi sống bản thân","Khi cha mẹ ly hôn hoặc khi con không thể tự nuôi sống bản thân","Khi cha mẹ không còn sống chung với con","Khi con đã thành niên và có thu nhập riêng","Khi cha mẹ có tranh chấp tài sản"
"8","24","single","Nghĩa vụ cấp đường của cha mẹ đối với con áp dụng trong trường hợp nào?","A","Khi cha mẹ ly hôn và con sống với một bên","Khi cha mẹ ly hôn và con sống với một bên","Khi con đã thành niên và có khả năng tự lập","Khi con vi phạm pháp luật","Khi cha mẹ có tranh chấp tài sản"
"8","25","single","Con chưa thành niên có quyền gì theo quy định của pháp luật?","C","Được sống chung với cha mẹ và được bảo vệ quyền lợi hợp pháp","Không cần thực hiện các công việc gia đình","Phải tự chịu trách nhiệm tài chính cho bản thân","Được sống chung với cha mẹ và được bảo vệ quyền lợi hợp pháp","Được lạm dụng sức lao động để hỗ trợ gia đình"
"8","26","single","Quan hệ giữa vợ chồng về tài sản được pháp luật xác định như thế nào?","A","Tài sản hình thành trong thời kỳ hôn nhân được coi là tài sản chung, trừ khi có thỏa thuận khác","Tài sản hình thành trong thời kỳ hôn nhân được coi là tài sản chung, trừ khi có thỏa thuận khác","Tất cả tài sản đều là tài sản riêng của chồng","Vợ không có quyền đối với tài sản do chồng tạo ra","Chồng có quyền sử dụng tài sản chung mà không cần sự đồng ý của"
"8","27","single","Xác định mục đích mà quy định cấp dưỡng giữa cha mẹ và con?","C","Đảm bảo quyền lợi về vật chất và tinh thần của con trong các trường hợp đặc biệt","Chỉ áp dụng trong trường hợp ly hôn","Tạo điều kiện để cha mẹ tránh các trách nhiệm pháp lý","Đảm bảo quyền lợi về vật chất và tinh thần của con trong các trường hợp đặc biệt","Giảm gánh nặng tài chính cho người trực tiếp nuôi con"
"8","28","single","Đối tượng điều chỉnh của Luật Hôn nhân và Gia đình là gì?","C","Quan hệ nhân thân và tài sản giữa các thành viên trong gia đình","Quan hệ tài sản giữa các doanh nghiệp","Quan hệ tài sản trong kinh doanh","Quan hệ nhân thân và tài sản giữa các thành viên trong gia đình","Quan hệ giữa nhà nước và công dân"
"8","29","single","Con trong giá thú là gì?","C","Con của những người là vợ chồng hợp pháp","Con của các cặp đôi không đăng ký kết hôn","Con nuôi trong gia đình","Con của những người là vợ chồng hợp pháp","Con của người chưa kết hôn"
"8","30","single","Quan hệ giữa vợ chồng về tài sản được pháp luật xác định như thế nào?","C","Tài sản hình thành trong thời kỳ hôn nhân được coi là tài sản chung, trừ khi có thỏa thuận khác","Vợ không có quyền đối với tài sản do chồng tạo ra","Tất cả tài sản đều là tài sản riêng của chồng","Tài sản hình thành trong thời kỳ hôn nhân được coi là tài sản chung, trừ khi có thỏa thuận khác","Chồng có quyền sử dụng tài sản chung mà không cần sự đồng ý của vợ"
"9","1","single","Theo Luật phòng, chống tham nhũng năm 2018, vụ lợi là gì? Vụ lợi là hành vi lợi dụng chức vụ, quyền hạn đó để tham nhũng Vụ lợi là việc công chức lợi dụng chức vụ, quyền hạn nhằm đạt được lợi ích vật chất hoặc lợi ích phi vật chất không chính đáng","D","đạt được lợi ích vật chất hoặc lợi ích phi vật chất không chính đáng","Vụ lợi là hành vi của người có chức vụ, quyền hạn đã lợi dụng chức vụ, quyền hạn","đó để tham nhũng","Vụ lợi là việc người có chức vụ, quyền hạn đã lợi dụng chức vụ, quyền hạn nhằm","đạt được lợi ích vật chất hoặc lợi ích phi vật chất không chính đáng"
"9","2","single","Tại sao trong luật phòng chống tham nhũng cũ, người có chức vụ, quyền hạn chỉ có giới hạn ở những người làm việc trong cơ quan tổ chức, đơn vị thuộc hệ thống chính trị?","D","Vì tập trung đấu tranh chống những hành vi tham nhũng ở khu vực xảy ra phổ biến nhất, chống có trọng tâm, trọng điểm, thích hợp với việc áp dụng các biện pháp phòng, chống tham nhũng","Vì người có chức vụ, quyền hạn có quyền quyết tất cả các việc trong đơn vị","Vì chống tham nhũng ở những khu vực trọng tâm, trọng điểm","Vì người có chức vụ được sử dụng tiền của cơ quan, đơn vị","Vì tập trung đấu tranh chống những hành vi tham nhũng ở khu vực xảy ra phổ biến nhất, chống có trọng tâm, trọng điểm, thích hợp với việc áp dụng các biện pháp phòng, chống tham nhũng"
"9","3","single","Luật phòng chống tham nhũng được ban hành năm 2018, quy định bên cạnh những người có chức vụ, quyền hạn trong khu vực công mà chủ thể thực hiện hành vi vụ lợi có thể được coi là hành vi tham nhung còn bao gồm:","A","Những người có chức vụ, quyền hạn trong khu vực tư, trong các doanh nghiệp, tổ chức khu vực ngoài nhà nước","Những người có chức vụ, quyền hạn trong khu vực tư, trong các doanh nghiệp, tổ chức khu vực ngoài nhà nước","Những người có chức vụ, quyền hạn trong khu vực tư","Những người có chức vụ, quyền hạn","Những người có chức vụ, quyền hạn trong khu vực tư, trong các doanh nghiệp"
"9","4","single","Vì sao các chủ thể tham nhũng lợi dụng chức vụ, quyền hạn để vụ lợi?","B","Vì không có chức vụ, quyền hạn đó họ sẽ không thể thực hiện được hoặc khó có thể thực hiện được hành vi vi phạm pháp luật để vụ lợi","Vì không có chức vụ, quyền hạn đó họ sẽ không thể vụ lợi được","Vì không có chức vụ, quyền hạn đó họ sẽ không thể thực hiện được hoặc khó có thể thực hiện được hành vi vi phạm pháp luật để vụ lợi","Vì không có chức vụ, quyền hạn đó họ sẽ làm được tất cả các việc trong phạm vi thẩm quyền","Vì không có chức vụ, quyền hạn đó họ sẽ khó thực hiện được hành vi tham nhũng"
"9","5","single","Xác định khi nào người thực hiện hành vi lợi dụng chức vụ, quyền hạn gây ảnh hưởng đối với người khác để trục lợi có thể bị truy cứu trách nhiệm hình sự?","C","Cả A và B","Nhận tiền, tài sản hoặc lợi ích vật chất có giá trị từ 2 triệu đồng trở lên","Nhận tiền, tài sản hoặc lợi ích vật chất có giá trị dưới 2 triệu đồng nhưng đã bị xử lý kỷ luật về hành vi này mà còn vi phạm hoặc nhận lợi ích phi vật chất","Cả A và B","Không đáp án nào đúng"
"9","6","single","Xác định biểu hiện của tội lợi dụng chức vụ, quyền hạn gây ảnh hưởng đối với người khác để trục lợi? Dùng ảnh hưởng của mình thúc đẩy người có chức vụ, quyền hạn làm hoặc không làm một việc thuộc trách nhiệm hoặc liên quan trực tiếp đến công việc của họ hoặc làm một việc không được phép làm","B","hưởng của mình thúc đấy người có chức vụ, quyền hạn làm hoặc không làm một việc","Hành vi lợi dụng chức vụ, quyền hạn trực tiếp hoặc qua trung gian; Đã nhận hoặc sẽ nhận tiền, tài sản hoặc lợi ích vật chất khác dưới bất kỳ hình thức nào; Dùng ảnh","hưởng của mình thúc đấy người có chức vụ, quyền hạn làm hoặc không làm một việc","Hành vi lợi dụng chức vụ, quyền hạn trực tiếp hoặc qua trung gian","Đã nhận hoặc sẽ nhận tiền, tài sản hoặc lợi ích vật chất khác dưới bất kỳ hình thức nào"
"9","7","single","Chỉ ra biểu hiện về tội đưa hối lộ: Hành vi của người có chức vụ, quyền hạn trong cơ quan, tổ chức, đơn vị hoặc địa phương vì vụ lợi","D","người có chức vụ, quyền hạn để người đó làm hoặc không làm một việc cho mình","Hành vi của người có chức vụ, quyền hạn","Hành vi của người có chức vụ, quyền hạn trong cơ quan, tổ chức, đơn vị hoặc địa phương vì vụ lợi mà trực tiếp hoặc qua trung gian đã hoặc sẽ đưa tiền, tài sản hoặc lợi ích vật chất khác dưới bất kỳ hình thức nào có giá trị dưới 2 triệu đồng","Hành vi của người có chức vụ, quyền hạn trong cơ quan, tổ chức, đơn vị hoặc địa phương vì vụ lợi mà trực tiếp hoặc qua trung gian đã hoặc sẽ đưa tiền, tài sản hoặc lợi ích vật chất khác dưới bất kỳ hình thức nào có giá trị dưới 2 triệu đồng cho","người có chức vụ, quyền hạn để người đó làm hoặc không làm một việc cho mình"
"9","8","single","Xác định nguyên nhân của tội môi giới hối lộ?","D","Do hành vi của người (trung gian) theo yêu cầu của người đưa hối lộ hoặc người nhận hối lộ tạo điều kiện cho việc thỏa thuận giữa hai bên hoặc giúp sức thực hiện sự thỏa thuận hối lộ giữa hai bên","Do được hưởng hoa hồng","Do vụ lợi","Do có mối quan hệ thân thiết với người đưa hối lộ hoặc người nhận hối lộ","Do hành vi của người (trung gian) theo yêu cầu của người đưa hối lộ hoặc người nhận hối lộ tạo điều kiện cho việc thỏa thuận giữa hai bên hoặc giúp sức thực hiện sự thỏa thuận hối lộ giữa hai bên"
"9","9","single","Bác sĩ Nguyễn Văn A làm việc tại Bệnh viện Đa khoa tỉnh Thái Nguyên lạm dụng chức trách khám, kê đơn thuốc cho bệnh nhân đã kê đơn khống để chiếm đoạt tiền thuốc chữa bệnh của cơ quan bảo hiểm có giá trị 2,5 triệu đồng. Tình huống trên bác sĩ A sẽ bị:","C","Coi là tội phạm","Cảnh cáo tại đơn vị","Xử lý hành chính","Coi là tội phạm","Khiển trách tại đơn vị"
"9","10","single","Tác hại của tham nhũng là:","D","Tác hại về chính trị; Tác hại về kinh tế; Tác hại về xã hội","Tác hại về chính trị","Tác hại về chính trị; Tác hại về kinh tế;","Tác hại về kinh tế; Tác hại về xã hội","Tác hại về chính trị; Tác hại về kinh tế; Tác hại về xã hội"
"9","11","single","Tham nhũng làm thất thoát những khoản tiền lớn trong xây dựng cơ bản, tài sản của Nhà nước bị thất thoát gây tổn thất lớn cho nguồn thu của ngân sách nhà nước được gọi là:","A","Tác hại về kinh tế","Tác hại về kinh tế","Tác hại về văn hóa","Tác hại về chính trị","Tác hại về xã hội"
