lesson_no,question_no,type,question,correct_letters,correct_answers,option_a,option_b,option_c,option_d
"9","5","single","Khi xây dựng kế hoạch kinh doanh, việc xác định mục tiêu rõ ràng giúp doanh nghiệp đạt được những lợi ích nào sau đây?","D","Tập trung nguồn lực và đánh giá hiệu quả hoạt động.","Tạo ra sự cạnh tranh và tăng trưởng nhanh chóng mà không cần kế hoạch rõ ràng.","Chỉ tập trung vào một mục tiêu duy nhất mà không cần phân bổ nguồn lực.","Giảm thiểu chi phí và tối ưu hóa quảng cáo trực tuyến.","Tập trung nguồn lực và đánh giá hiệu quả hoạt động."
"9","6","single","Tại sao việc phân tích thị trường là bước quan trọng trong lập kế hoạch kinh doanh?","A","Nó giúp hiểu rõ về quy mô, nhu cầu và xu hướng thị trường, từ đó đưa ra chiến lược phù hợp.","Nó giúp hiểu rõ về quy mô, nhu cầu và xu hướng thị trường, từ đó đưa ra chiến lược phù hợp.","Nó giúp xác định các đối thủ cạnh tranh chính và giá trị sản phẩm.","Nó giúp chỉ tập trung vào sản phẩm và giá cả mà không cần quan tâm đến nhu cầu khách hàng.","Nó chỉ giúp phân tích điểm mạnh và điểm yếu của doanh nghiệp."
"9","7","single","Khi phân tích đối thủ cạnh tranh trong kế hoạch kinh doanh, doanh nghiệp cần xác định yếu tố nào sau đây?","B","Điểm mạnh, điểm yếu của đối thủ cạnh tranh.","Quy mô thị trường và nhu cầu của khách hàng.","Điểm mạnh, điểm yếu của đối thủ cạnh tranh.","Tài chính của doanh nghiệp đối thủ.","Chỉ sản phẩm của đối thủ và giá cả của họ."
"9","8","single","Khi lựa chọn sản phẩm/dịch vụ trong chiến lược kinh doanh TMĐT, doanh nghiệp cần phải làm gì?","C","Xác định sản phẩm/dịch vụ phù hợp với nhu cầu của khách hàng mục tiêu.","Chọn sản phẩm dựa trên giá thành thấp nhất.","Chọn sản phẩm có số lượng lớn nhất.","Xác định sản phẩm/dịch vụ phù hợp với nhu cầu của khách hàng mục tiêu.","Đảm bảo sản phẩm có sự độc đáo về kiểu dáng."
"9","9","single","Bạn là giám đốc điều hành của một doanh nghiệp TMĐT nhỏ. Bạn muốn mở rộng thị trường sang 3 tỉnh/thành phố mới trong năm tới và đồng thời tăng doanh thu lên 20%. Bạn sẽ làm gì để xây dựng kế hoạch kinh doanh cho mục tiêu này?","C","Xác định mục tiêu cụ thể, phân tích thị trường và đối thủ, lựa chọn chiến lược kinh doanh phù hợp.","Chỉ thực hiện chiến lược marketing mà không cần phân tích tình hình hiện tại.","Tập trung vào việc tăng sản phẩm và giảm giá bán.","Xác định mục tiêu cụ thể, phân tích thị trường và đối thủ, lựa chọn chiến lược kinh doanh phù hợp.","Để công ty hoạt động mà không cần thay đổi kế hoạch, chỉ tập trung vào doanh thu."
"9","10","single","Lưu ý cần thiết trong việc xác định khách hàng mục tiêu khi xây dựng kế hoạch kinh doanh điện tử là gì?","B","Tất cả các đáp án đúng","Cần phân khúc khách hàng","Tất cả các đáp án đúng","Cần cá nhân hóa trải nghiệm khách hàng","Cần nghiên cứu hành vi mua sắm trực tuyến của khách hàng"
"9","11","single","Lưu ý cần thiết trong việc xác định mô hình kinh doanh phù hợp khi lập kế hoạch kinh doanh TMĐT là?","A","Cần lựa chọn mô hình TMĐT phù hợp","Cần lựa chọn mô hình TMĐT phù hợp","Cần lựa chọn mô hình TMĐT C2C","Cần lựa chọn mô hình TMĐT B2C","Cần lựa chọn mô hình TMĐT G2C"
"9","12","single","Lưu ý cần thiết trong việc xây dựng nền tảng kỹ thuật khi lập kế hoạch kinh doanh TMĐT là?","D","Tất cả các đáp án đúng","Đảm bảo nền tảng kỹ thuật có tích hợp công nghệ bảo mật","Đảm bảo nền tảng kỹ thuật có tốc độ nhanh và dễ dàng điều hướng","Đảm bảo nền tảng kỹ thuật có khả năng hỗ trợ tăng trưởng trong tương lai","Tất cả các đáp án đúng"
"9","13","single","Lưu ý cần thiết trong việc lựa chọn chiến lược tiếp thị kỹ thuật số hiệu quả khi lập kế hoạch kinh doanh TMĐT là?","D","Lựa chọn đa dạng kênh tiếp thị","Không cần đầu tư vào chất lượng nội dung kênh tiếp thị","Không cần theo dõi hiệu quả từng kênh","Không đáp án nào đúng","Lựa chọn đa dạng kênh tiếp thị"
"9","14","single","Kênh phân phối nào sau đây giúp doanh nghiệp tiếp cận khách hàng tiềm năng trong chiến lược kinh doanh TMĐT?","D","Sử dụng kết hợp giữa website TMĐT, các sàn TMĐT và mạng xã hội","Chỉ bán hàng qua các cửa hàng truyền thống","Chỉ bán hàng qua website TMĐT","Chỉ bán hàng qua các sàn TMĐT như Shopee và Lazada","Sử dụng kết hợp giữa website TMĐT, các sàn TMĐT và mạng xã hội"
"9","15","single","Dựa trên kế hoạch kinh doanh TMĐT cho sản phẩm mỹ phẩm, nếu bạn muốn cải thiện doanh thu trong 6 tháng tới, bạn nên làm gì?","C","Tăng doanh thu bằng cách mở rộng thị trường, ra mắt sản phẩm mới và cải thiện chất lượng dịch vụ chăm sóc khách hàng","Chỉ tập trung vào quảng cáo trên các sàn TMĐT mà không cần thay đổi chiến lược marketing","Giảm giá tất cả các sản phẩm và tăng ngân sách cho chiến dịch marketing","Tăng doanh thu bằng cách mở rộng thị trường, ra mắt sản phẩm mới và cải thiện chất lượng dịch vụ chăm sóc khách hàng","Cắt giảm chi phí marketing và giảm số lượng sản phẩm bán ra"
"9","16","single","Lợi ích của kế hoạch kinh doanh TMĐT trong việc thu hút nhà đầu tư và đối tác là gì?","C","Tạo ra tài liệu chuyên nghiệp và tăng niềm tin vào lộ trình khả thi.","Mở rộng các kênh bán hàng mà không cần kế hoạch cụ thể.","Đảm bảo lợi nhuận ngay lập tức từ các giao dịch trực tuyến.","Tạo ra tài liệu chuyên nghiệp và tăng niềm tin vào lộ trình khả thi.","Tăng cường quảng cáo giảm giá sản phẩm"
"9","17","single","Kế hoạch kinh doanh TMĐT giúp doanh nghiệp quản lý nguồn lực hiệu quả thông qua việc nào?","A","Tối ưu hóa tài chính và lựa chọn công cụ công nghệ phù hợp.","Tối ưu hóa tài chính và lựa chọn công cụ công nghệ phù hợp.","Tăng chi phí sản xuất để mở rộng quy mô nhanh chóng.","Giảm ngân sách marketing để tiết kiệm chi phí.","Phân bố nguồn lực đều cho tất cả các bộ phận mà không xem xét nhu cầu thực tế."
"9","18","single","Mục tiêu của kế hoạch kinh doanh trong TMĐT giúp doanh nghiệp?","C","Đo lường hiệu quả hoạt động và tạo động lực cho nhân viên.","Tập trung vào phát triển sản phẩm mà không cần quan tâm đến thị trường.","Tạo ra sự phân phối lợi nhuận ngay lập tức.","Đo lường hiệu quả hoạt động và tạo động lực cho nhân viên.","Đảm bảo rằng chỉ có chiến lược tiếp thị sẽ được triển khai."
"9","19","single","Trong chiến lược giá, doanh nghiệp cần xác định điều gì để đảm bảo sự thành công của chiến lược kinh doanh TMĐT?","D","Đặt giá phản ánh đúng giá trị sản phẩm/dịch vụ và khả năng thanh toán của khách hàng mục tiêu.","Đặt giá thấp hơn giá của đối thủ cạnh tranh.","Đặt giá cố định không thay đổi theo thời gian.","Đặt giá cao nhất trên thị trường để tạo cảm giác giá trị cao.","Đặt giá phản ánh đúng giá trị sản phẩm/dịch vụ và khả năng thanh toán của khách hàng mục tiêu."
"9","20","single","Khi xây dựng chiến lược marketing, tại sao việc xác định ngân sách marketing lại quan trọng?","D","Giúp doanh nghiệp lựa chọn kênh marketing phù hợp với ngân sách.","Giúp đảm bảo đủ nguồn lực tài chính để duy trì hoạt động kinh doanh.","Giúp quyết định giá bán sản phẩm/dịch vụ.","Giúp giảm thiểu chi phí cho toàn bộ kế hoạch kinh doanh.","Giúp doanh nghiệp lựa chọn kênh marketing phù hợp với ngân sách."
"9","21","single","Đâu là những lưu ý cần thiết khi lập kế hoạch kinh doanh điện tử?","A","Cần hiểu rõ khách hàng mục tiêu","Cần hiểu rõ khách hàng mục tiêu","Tất cả các đáp án đúng","Xây dựng nền tảng kỹ thuật mạnh mẽ","Chọn mô hình kinh doanh phù hợp"
"9","22","single","Những điều cần thiết trong việc tuân thủ quy định pháp luật khi lập kế hoạch kinh doanh TMĐT là?","A","Tất cả đều đúng","Tất cả đều đúng","Cần phải đăng ký giấy phép kinh doanh","Cần xây dựng chính sách bán hàng, bảo mật, và hoàn trả rõ ràng.","Cần tuân thủ các quy định như Luật an ninh mạng"
"9","23","single","Một trong những lợi ích của kế hoạch kinh doanh TMĐT là gì?","A","Tăng khả năng cạnh tranh và đổi mới trong doanh nghiệp.","Tăng khả năng cạnh tranh và đổi mới trong doanh nghiệp.","Xác định rõ chiến lược sản phẩm và dịch vụ.","Đảm bảo tính duy nhất của sản phẩm.","Giảm bớt sự phụ thuộc vào công nghệ."
"9","24","single","Những lưu ý cần thiết trong quản lý chuỗi cung ứng khi lập kế hoạch kinh doanh TMĐT là?","C","(1) và (2) đúng","Xây dựng quy trình xử lý đổi trả minh bạch, nhưng chậm để nâng cao trải nghiệm khách hàng. (3)","Cần lựa chọn đơn vị vận chuyển uy tín và cung cấp tùy chọn giao hàng nhanh, tiết kiệm. (2)","(1) và (2) đúng","Cần hợp tác với nhà cung cấp đáng tin cậy để đáp ứng nhu cầu của khách hàng. (1)"
"9","25","single","Lưu ý cần thiết trong dự toán tài chính khi lập kế hoạch kinh doanh TMĐT là?","D","Cần đưa ra dự toán tài chính rõ ràng","Cần đưa ra dự toán tài chính nhanh nhất có thể","Tất cả đều đúng","Không đáp án nào đúng","Cần đưa ra dự toán tài chính rõ ràng"
"9","26","single","Tại sao việc lựa chọn kênh TMĐT phân phối lại quan trọng trong chiến lược kinh doanh TMĐT?","B","Đảm bảo sản phẩm được tiếp cận với đúng khách hàng mục tiêu qua các kênh phù hợp.","Tạo ra sự cạnh tranh với các doanh nghiệp đối thủ.","Đảm bảo sản phẩm được tiếp cận với đúng khách hàng mục tiêu qua các kênh phù hợp.","Giúp xác định giá trị của sản phẩm/dịch vụ.","Giúp tiết kiệm chi phí nhân sự cho doanh nghiệp."
"9","27","single","Kế hoạch kinh doanh trong TMĐT khác với kế hoạch kinh doanh truyền thống ở yếu tố nào?","B","Kế hoạch kinh doanh TMĐT sử dụng Digital Marketing thay vì quảng cáo truyền thống.","Kế hoạch kinh doanh TMĐT chỉ tập trung vào giao dịch qua cửa hàng vật lý.","Kế hoạch kinh doanh TMĐT sử dụng Digital Marketing thay vì quảng cáo truyền thống.","Kế hoạch kinh doanh truyền thống không có phương thức bán hàng trực tiếp.","Kế hoạch kinh doanh truyền thống có phạm vi thị trường rộng hơn kế hoạch kinh doanh TMĐT"
"9","28","single","Điểm khác biệt về yếu tố than toán giữa kế hoạch kinh doanh truyền thồng và kế hoạc kinh doanh TMDT là gì?","D","Kế hoạch kinh doanh TMDT sử dụng thanh toán online que thẻ tín dụng và ví điện tử","Kế hoạch kinh doanh TMDT chỉ sử dụng tiền mặt","Kế hoạch kinh doanh truyền thống không có phương thức thanh toán","Kế hoạch kinh doanh truyền thống sử dụng thanh toán online, trong khi TMDT sử dụng tiền mặt","Kế hoạch kinh doanh TMDT sử dụng thanh toán online que thẻ tín dụng và ví điện tử"
"9","29","single","Tại sao phân tích thị trường là một bước quan trọng trong kế hoạch kinh doanh TMĐT?","A","Vì nó giúp doanh nghiệp xác định đối tượng khách hàng, xu hướng và nhu cầu thị trường.","Vì nó giúp doanh nghiệp xác định đối tượng khách hàng, xu hướng và nhu cầu thị trường.","Vì nó chỉ tập trung vào việc phân tích đối thủ cạnh tranh mà không cần quan tâm đến khách hàng.","Vì nó giúp doanh nghiệp cắt giảm hoàn toàn chi phí nghiên cứu và phát triển sản phẩm.","Vì nó chỉ quan trọng đối với các công ty lớn, không áp dụng cho doanh nghiệp nhỏ."
"9","30","single","Trong kế hoạch kinh doanh TMĐT, tại sao việc lựa chọn mô hình doanh thu phù hợp lại quan trọng?","A","Vì nó giúp doanh nghiệp xác định cách tạo ra lợi nhuận một cách hiệu quả.","Vì nó giúp doanh nghiệp xác định cách tạo ra lợi nhuận một cách hiệu quả.","Vì doanh nghiệp có thể chỉ cần tập trung vào việc thu hút lượt truy cập mà không cần lo lắng về doanh thu.","Vì nó giúp doanh nghiệp giảm thiểu tối đa chi phí vận hành mà không ảnh hưởng đến lợi nhuận.","Vì mô hình doanh thu không ảnh hưởng đến thành công của doanh nghiệp TMĐT."
